run_id,variant,scenario,mqtt_qos,matching_mode,missing_update_count_exact,proxy_frame_alignment_mode,browser_event_count,gateway_update_count,proxy_sent_frame_count,latency_mean_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,freshness_stddev_ms,stale_fraction,late_threshold_ms,late_count,missing_update_count,missing_updates_outage_drop_count,missing_updates_non_outage_drop_count,missing_updates_delivered_frame_count,missing_updates_unclassified_count,missing_sensor_count,gateway_mqtt_in_msgs,duplicates_dropped,compacted_dropped,value_dedup_dropped,freshness_ttl_ms,effective_batch_window_ms,stale_sensor_count,proxy_dropped_frames,proxy_downstream_frames_out,proxy_downstream_bytes_out,max_bandwidth_bytes_per_s,max_frame_rate_per_s,proxy_frame_rate_stddev_per_s,max_update_rate_per_s,dashboard_stale_count,dashboard_message_count,dashboard_frame_count,proxy_inter_frame_gap_sample_count,proxy_inter_frame_gap_mean_ms,proxy_inter_frame_gap_p50_ms,proxy_inter_frame_gap_p95_ms,proxy_inter_frame_gap_p99_ms,proxy_inter_frame_gap_stddev_ms,proxy_frame_alignment_note,run_dir,summary_path,condition_id,trial_id,trial_index,impairment_seed,schema_version,batch_window_ms,adaptive_min_batch_window_ms,adaptive_max_batch_window_ms,adaptive_step_up_ms,adaptive_step_down_ms,adaptive_queue_high_watermark,adaptive_queue_low_watermark,adaptive_send_slow_ms,adaptive_recovery_streak
v4-qos0-delay_50ms_jitter20ms-trial-01-seed-53701,v4,delay_50ms_jitter20ms,0,exact_sensor_metric_msg_ts,True,unavailable,180,180,6,324.817,250.0,674.05,719.21,162.961,0.0,1000,0,0,0,0,0,0,0,180,0,0,0,1000,250,100,0,6,17641,4590,1,0.0,48,100,180,6,5,5581.8,6015.0,6061.2,6067.44,854.805,proxy/gateway frame counts do not match; missing-update cause attribution was skipped,experiments\logs\final-intel-primary-replicated-20260408-135251\v4-qos0-delay_50ms_jitter20ms\trial-01-seed-53701,experiments\logs\final-intel-primary-replicated-20260408-135251\v4-qos0-delay_50ms_jitter20ms\trial-01-seed-53701\summary.json,v4-qos0-delay_50ms_jitter20ms,trial-01-seed-53701,1,53701,2,,10,1000,100,50,25,5,40,3
v4-qos0-delay_50ms_jitter20ms-trial-02-seed-53702,v4,delay_50ms_jitter20ms,0,exact_sensor_metric_msg_ts,True,unavailable,180,180,6,311.794,271.0,623.0,659.0,141.665,0.0,1000,0,0,0,0,0,0,0,180,0,0,0,1000,250,100,0,6,17641,4590,1,0.0,48,100,180,6,5,5582.8,5967.0,6077.2,6091.44,837.134,proxy/gateway frame counts do not match; missing-update cause attribution was skipped,experiments\logs\final-intel-primary-replicated-20260408-135251\v4-qos0-delay_50ms_jitter20ms\trial-02-seed-53702,experiments\logs\final-intel-primary-replicated-20260408-135251\v4-qos0-delay_50ms_jitter20ms\trial-02-seed-53702\summary.json,v4-qos0-delay_50ms_jitter20ms,trial-02-seed-53702,2,53702,2,,10,1000,100,50,25,5,40,3
v4-qos0-delay_50ms_jitter20ms-trial-03-seed-53703,v4,delay_50ms_jitter20ms,0,exact_sensor_metric_msg_ts,True,unavailable,180,180,6,303.589,242.5,639.0,678.0,155.671,0.0,1000,0,0,0,0,0,0,0,180,0,0,0,1000,250,100,0,6,17641,4590,1,0.0,48,100,180,6,5,5583.2,6013.0,6066.4,6074.08,848.827,proxy/gateway frame counts do not match; missing-update cause attribution was skipped,experiments\logs\final-intel-primary-replicated-20260408-135251\v4-qos0-delay_50ms_jitter20ms\trial-03-seed-53703,experiments\logs\final-intel-primary-replicated-20260408-135251\v4-qos0-delay_50ms_jitter20ms\trial-03-seed-53703\summary.json,v4-qos0-delay_50ms_jitter20ms,trial-03-seed-53703,3,53703,2,,10,1000,100,50,25,5,40,3
v4-qos0-loss_2pct-trial-01-seed-53701,v4,loss_2pct,0,exact_sensor_metric_msg_ts,True,unavailable,180,180,6,222.0,209.0,470.0,514.0,113.173,0.0,1000,0,0,0,0,0,0,0,180,0,0,0,1000,250,100,0,6,17641,4590,1,0.0,48,100,180,6,5,5607.8,5997.0,6065.4,6075.48,803.51,proxy/gateway frame counts do not match; missing-update cause attribution was skipped,experiments\logs\final-intel-primary-replicated-20260408-135251\v4-qos0-loss_2pct\trial-01-seed-53701,experiments\logs\final-intel-primary-replicated-20260408-135251\v4-qos0-loss_2pct\trial-01-seed-53701\summary.json,v4-qos0-loss_2pct,trial-01-seed-53701,1,53701,2,,10,1000,100,50,25,5,40,3
v4-qos0-loss_2pct-trial-02-seed-53702,v4,loss_2pct,0,exact_sensor_metric_msg_ts,True,frame_order_exact,180,180,6,249.222,202.0,564.0,597.21,143.394,0.0,1000,0,0,0,0,0,0,0,180,0,0,0,1000,250,100,0,6,17641,4590,1,0.0,48,100,180,6,5,5587.2,5990.0,6062.4,6076.48,827.344,,experiments\logs\final-intel-primary-replicated-20260408-135251\v4-qos0-loss_2pct\trial-02-seed-53702,experiments\logs\final-intel-primary-replicated-20260408-135251\v4-qos0-loss_2pct\trial-02-seed-53702\summary.json,v4-qos0-loss_2pct,trial-02-seed-53702,2,53702,2,,10,1000,100,50,25,5,40,3
v4-qos0-loss_2pct-trial-03-seed-53703,v4,loss_2pct,0,exact_sensor_metric_msg_ts,True,unavailable,156,180,5,266.321,238.0,604.0,639.45,170.359,0.0,1000,0,24,0,0,0,24,6,180,0,0,0,1000,250,100,1,5,15253,4590,1,0.0,48,100,156,5,4,6973.5,6042.5,11049.6,11749.92,2991.664,proxy/gateway frame counts do not match; missing-update cause attribution was skipped,experiments\logs\final-intel-primary-replicated-20260408-135251\v4-qos0-loss_2pct\trial-03-seed-53703,experiments\logs\final-intel-primary-replicated-20260408-135251\v4-qos0-loss_2pct\trial-03-seed-53703\summary.json,v4-qos0-loss_2pct,trial-03-seed-53703,3,53703,2,,10,1000,100,50,25,5,40,3
v4-qos0-outage_5s-trial-01-seed-53701,v4,outage_5s,0,exact_sensor_metric_msg_ts,True,unavailable,180,180,6,228.133,211.0,488.0,524.0,117.986,0.0,1000,0,0,0,0,0,0,0,180,0,0,0,1000,250,100,0,6,17641,4590,1,0.0,48,100,180,6,5,5604.8,5995.0,6080.0,6096.8,809.048,proxy/gateway frame counts do not match; missing-update cause attribution was skipped,experiments\logs\final-intel-primary-replicated-20260408-135251\v4-qos0-outage_5s\trial-01-seed-53701,experiments\logs\final-intel-primary-replicated-20260408-135251\v4-qos0-outage_5s\trial-01-seed-53701\summary.json,v4-qos0-outage_5s,trial-01-seed-53701,1,53701,2,,10,1000,100,50,25,5,40,3
v4-qos0-outage_5s-trial-02-seed-53702,v4,outage_5s,0,exact_sensor_metric_msg_ts,True,frame_order_exact,180,180,6,250.972,199.0,581.0,613.0,152.486,0.0,1000,0,0,0,0,0,0,0,180,0,0,0,1000,250,100,0,6,17641,4590,1,0.0,48,100,180,6,5,5584.6,5993.0,6064.4,6074.48,843.458,,experiments\logs\final-intel-primary-replicated-20260408-135251\v4-qos0-outage_5s\trial-02-seed-53702,experiments\logs\final-intel-primary-replicated-20260408-135251\v4-qos0-outage_5s\trial-02-seed-53702\summary.json,v4-qos0-outage_5s,trial-02-seed-53702,2,53702,2,,10,1000,100,50,25,5,40,3
v4-qos0-outage_5s-trial-03-seed-53703,v4,outage_5s,0,exact_sensor_metric_msg_ts,True,unavailable,180,180,6,243.944,200.0,556.0,605.0,143.947,0.0,1000,0,0,0,0,0,0,0,180,0,0,0,1000,250,100,0,6,17641,4590,1,0.0,48,100,180,6,5,5588.2,5995.0,6054.6,6062.12,833.039,proxy/gateway frame counts do not match; missing-update cause attribution was skipped,experiments\logs\final-intel-primary-replicated-20260408-135251\v4-qos0-outage_5s\trial-03-seed-53703,experiments\logs\final-intel-primary-replicated-20260408-135251\v4-qos0-outage_5s\trial-03-seed-53703\summary.json,v4-qos0-outage_5s,trial-03-seed-53703,3,53703,2,,10,1000,100,50,25,5,40,3
v4-qos1-bandwidth_200kbps-trial-01-seed-53701,v4,bandwidth_200kbps,1,exact_sensor_metric_msg_ts,True,unavailable,180,180,6,266.967,192.5,642.0,679.0,176.433,0.0,1000,0,0,0,0,0,0,0,180,0,0,0,1000,250,100,0,6,17641,4590,1,0.0,48,100,180,6,5,5570.2,6002.0,6055.0,6062.2,862.398,proxy/gateway frame counts do not match; missing-update cause attribution was skipped,experiments\logs\final-intel-primary-replicated-20260408-135251\v4-qos1-bandwidth_200kbps\trial-01-seed-53701,experiments\logs\final-intel-primary-replicated-20260408-135251\v4-qos1-bandwidth_200kbps\trial-01-seed-53701\summary.json,v4-qos1-bandwidth_200kbps,trial-01-seed-53701,1,53701,2,,10,1000,100,50,25,5,40,3
v4-qos1-bandwidth_200kbps-trial-02-seed-53702,v4,bandwidth_200kbps,1,exact_sensor_metric_msg_ts,True,unavailable,180,180,6,276.589,214.0,670.05,708.21,187.702,0.0,1000,0,0,0,0,0,0,0,180,0,0,0,1000,250,100,0,6,17641,4590,1,0.0,48,100,180,6,5,5568.6,6001.0,6041.0,6045.8,878.689,proxy/gateway frame counts do not match; missing-update cause attribution was skipped,experiments\logs\final-intel-primary-replicated-20260408-135251\v4-qos1-bandwidth_200kbps\trial-02-seed-53702,experiments\logs\final-intel-primary-replicated-20260408-135251\v4-qos1-bandwidth_200kbps\trial-02-seed-53702\summary.json,v4-qos1-bandwidth_200kbps,trial-02-seed-53702,2,53702,2,,10,1000,100,50,25,5,40,3
v4-qos1-bandwidth_200kbps-trial-03-seed-53703,v4,bandwidth_200kbps,1,exact_sensor_metric_msg_ts,True,unavailable,180,180,6,249.0,207.5,576.0,618.0,151.255,0.0,1000,0,0,0,0,0,0,0,180,0,0,0,1000,250,100,0,6,17641,4590,1,0.0,48,100,180,6,5,5587.6,6001.0,6062.0,6070.8,844.288,proxy/gateway frame counts do not match; missing-update cause attribution was skipped,experiments\logs\final-intel-primary-replicated-20260408-135251\v4-qos1-bandwidth_200kbps\trial-03-seed-53703,experiments\logs\final-intel-primary-replicated-20260408-135251\v4-qos1-bandwidth_200kbps\trial-03-seed-53703\summary.json,v4-qos1-bandwidth_200kbps,trial-03-seed-53703,3,53703,2,,10,1000,100,50,25,5,40,3
v4-qos1-clean-trial-01-seed-53701,v4,clean,1,exact_sensor_metric_msg_ts,True,unavailable,180,180,6,267.017,199.0,635.0,681.0,172.984,0.0,1000,0,0,0,0,0,0,0,180,0,0,0,1000,250,100,0,6,17641,4590,1,0.0,48,100,180,6,5,5572.4,5985.0,6055.8,6066.36,858.109,proxy/gateway frame counts do not match; missing-update cause attribution was skipped,experiments\logs\final-intel-primary-replicated-20260408-135251\v4-qos1-clean\trial-01-seed-53701,experiments\logs\final-intel-primary-replicated-20260408-135251\v4-qos1-clean\trial-01-seed-53701\summary.json,v4-qos1-clean,trial-01-seed-53701,1,53701,2,,10,1000,100,50,25,5,40,3
v4-qos1-clean-trial-02-seed-53702,v4,clean,1,exact_sensor_metric_msg_ts,True,unavailable,180,180,6,251.039,208.5,573.05,614.21,151.03,0.0,1000,0,0,0,0,0,0,0,180,0,0,0,1000,250,100,0,6,17641,4590,1,0.0,48,100,180,6,5,5585.4,5979.0,6060.6,6069.72,840.137,proxy/gateway frame counts do not match; missing-update cause attribution was skipped,experiments\logs\final-intel-primary-replicated-20260408-135251\v4-qos1-clean\trial-02-seed-53702,experiments\logs\final-intel-primary-replicated-20260408-135251\v4-qos1-clean\trial-02-seed-53702\summary.json,v4-qos1-clean,trial-02-seed-53702,2,53702,2,,10,1000,100,50,25,5,40,3
v4-qos1-clean-trial-03-seed-53703,v4,clean,1,exact_sensor_metric_msg_ts,True,unavailable,180,180,6,225.778,196.0,492.05,532.0,119.893,0.0,1000,0,0,0,0,0,0,0,180,0,0,0,1000,250,100,0,6,17641,4590,1,0.0,48,100,180,6,5,5602.8,5987.0,6069.4,6081.88,808.163,proxy/gateway frame counts do not match; missing-update cause attribution was skipped,experiments\logs\final-intel-primary-replicated-20260408-135251\v4-qos1-clean\trial-03-seed-53703,experiments\logs\final-intel-primary-replicated-20260408-135251\v4-qos1-clean\trial-03-seed-53703\summary.json,v4-qos1-clean,trial-03-seed-53703,3,53703,2,,10,1000,100,50,25,5,40,3
v4-qos1-delay_50ms_jitter20ms-trial-01-seed-53701,v4,delay_50ms_jitter20ms,1,exact_sensor_metric_msg_ts,True,unavailable,180,180,6,283.306,246.5,552.0,592.21,120.138,0.0,1000,0,0,0,0,0,0,0,180,0,0,0,1000,250,100,0,6,17641,4590,1,0.0,48,100,180,6,5,5605.2,5992.0,6069.6,6077.92,807.521,proxy/gateway frame counts do not match; missing-update cause attribution was skipped,experiments\logs\final-intel-primary-replicated-20260408-135251\v4-qos1-delay_50ms_jitter20ms\trial-01-seed-53701,experiments\logs\final-intel-primary-replicated-20260408-135251\v4-qos1-delay_50ms_jitter20ms\trial-01-seed-53701\summary.json,v4-qos1-delay_50ms_jitter20ms,trial-01-seed-53701,1,53701,2,,10,1000,100,50,25,5,40,3
v4-qos1-delay_50ms_jitter20ms-trial-02-seed-53702,v4,delay_50ms_jitter20ms,1,exact_sensor_metric_msg_ts,True,unavailable,180,180,6,309.239,265.0,622.0,668.0,144.155,0.0,1000,0,0,0,0,0,0,0,180,0,0,0,1000,250,100,0,6,17641,4590,1,0.0,48,100,180,6,5,5584.0,5968.0,6069.0,6083.4,837.258,proxy/gateway frame counts do not match; missing-update cause attribution was skipped,experiments\logs\final-intel-primary-replicated-20260408-135251\v4-qos1-delay_50ms_jitter20ms\trial-02-seed-53702,experiments\logs\final-intel-primary-replicated-20260408-135251\v4-qos1-delay_50ms_jitter20ms\trial-02-seed-53702\summary.json,v4-qos1-delay_50ms_jitter20ms,trial-02-seed-53702,2,53702,2,,10,1000,100,50,25,5,40,3
v4-qos1-delay_50ms_jitter20ms-trial-03-seed-53703,v4,delay_50ms_jitter20ms,1,exact_sensor_metric_msg_ts,True,unavailable,180,180,6,314.65,270.5,634.05,674.21,151.788,0.0,1000,0,0,0,0,0,0,0,180,0,0,0,1000,250,100,0,6,17641,4590,1,0.0,48,100,180,6,5,5588.2,6021.0,6067.2,6070.24,853.852,proxy/gateway frame counts do not match; missing-update cause attribution was skipped,experiments\logs\final-intel-primary-replicated-20260408-135251\v4-qos1-delay_50ms_jitter20ms\trial-03-seed-53703,experiments\logs\final-intel-primary-replicated-20260408-135251\v4-qos1-delay_50ms_jitter20ms\trial-03-seed-53703\summary.json,v4-qos1-delay_50ms_jitter20ms,trial-03-seed-53703,3,53703,2,,10,1000,100,50,25,5,40,3
v4-qos1-loss_2pct-trial-01-seed-53701,v4,loss_2pct,1,exact_sensor_metric_msg_ts,True,unavailable,180,180,6,243.778,188.0,555.05,595.0,143.282,0.0,1000,0,0,0,0,0,0,0,180,0,0,0,1000,250,100,0,6,17641,4590,1,0.0,48,100,180,6,5,5586.2,5994.0,6041.0,6044.2,828.419,proxy/gateway frame counts do not match; missing-update cause attribution was skipped,experiments\logs\final-intel-primary-replicated-20260408-135251\v4-qos1-loss_2pct\trial-01-seed-53701,experiments\logs\final-intel-primary-replicated-20260408-135251\v4-qos1-loss_2pct\trial-01-seed-53701\summary.json,v4-qos1-loss_2pct,trial-01-seed-53701,1,53701,2,,10,1000,100,50,25,5,40,3
v4-qos1-loss_2pct-trial-02-seed-53702,v4,loss_2pct,1,exact_sensor_metric_msg_ts,True,unavailable,180,180,7,231.4,208.5,506.0,552.0,128.856,0.0,1000,0,0,0,0,0,0,0,180,0,0,0,1000,250,100,0,7,17810,4590,1,0.0,48,100,180,7,6,4667.0,5867.5,6046.0,6059.6,2102.863,proxy/gateway frame counts do not match; missing-update cause attribution was skipped,experiments\logs\final-intel-primary-replicated-20260408-135251\v4-qos1-loss_2pct\trial-02-seed-53702,experiments\logs\final-intel-primary-replicated-20260408-135251\v4-qos1-loss_2pct\trial-02-seed-53702\summary.json,v4-qos1-loss_2pct,trial-02-seed-53702,2,53702,2,,10,1000,100,50,25,5,40,3
v4-qos1-loss_2pct-trial-03-seed-53703,v4,loss_2pct,1,exact_sensor_metric_msg_ts,True,unavailable,156,180,5,241.917,225.5,522.0,566.45,137.296,0.0,1000,0,24,0,0,0,24,6,180,0,0,0,1000,250,100,1,5,15253,4590,1,0.0,48,100,156,5,4,6991.75,6036.0,11045.55,11751.51,2972.489,proxy/gateway frame counts do not match; missing-update cause attribution was skipped,experiments\logs\final-intel-primary-replicated-20260408-135251\v4-qos1-loss_2pct\trial-03-seed-53703,experiments\logs\final-intel-primary-replicated-20260408-135251\v4-qos1-loss_2pct\trial-03-seed-53703\summary.json,v4-qos1-loss_2pct,trial-03-seed-53703,3,53703,2,,10,1000,100,50,25,5,40,3
v4-qos1-outage_5s-trial-01-seed-53701,v4,outage_5s,1,exact_sensor_metric_msg_ts,True,unavailable,160,180,5,231.994,202.0,491.0,532.41,123.63,0.0,1000,0,20,0,0,0,20,5,180,0,0,0,1000,250,100,1,5,15621,4590,1,0.0,48,92,160,5,4,6999.5,5958.0,11178.35,11911.67,3050.003,proxy/gateway frame counts do not match; missing-update cause attribution was skipped,experiments\logs\final-intel-primary-replicated-20260408-135251\v4-qos1-outage_5s\trial-01-seed-53701,experiments\logs\final-intel-primary-replicated-20260408-135251\v4-qos1-outage_5s\trial-01-seed-53701\summary.json,v4-qos1-outage_5s,trial-01-seed-53701,1,53701,2,,10,1000,100,50,25,5,40,3
v4-qos1-outage_5s-trial-02-seed-53702,v4,outage_5s,1,exact_sensor_metric_msg_ts,True,unavailable,160,180,5,230.925,208.5,477.0,512.0,116.544,0.0,1000,0,20,0,0,0,20,5,180,0,0,0,1000,250,100,1,5,15621,4590,1,0.0,48,92,160,5,4,7009.25,5970.0,11179.1,11909.42,3042.307,proxy/gateway frame counts do not match; missing-update cause attribution was skipped,experiments\logs\final-intel-primary-replicated-20260408-135251\v4-qos1-outage_5s\trial-02-seed-53702,experiments\logs\final-intel-primary-replicated-20260408-135251\v4-qos1-outage_5s\trial-02-seed-53702\summary.json,v4-qos1-outage_5s,trial-02-seed-53702,2,53702,2,,10,1000,100,50,25,5,40,3
v4-qos1-outage_5s-trial-03-seed-53703,v4,outage_5s,1,exact_sensor_metric_msg_ts,True,unavailable,180,180,6,224.561,194.5,487.0,525.0,118.417,0.0,1000,0,0,0,0,0,0,0,180,0,0,0,1000,250,100,0,6,17641,4590,1,0.0,48,100,180,6,5,5599.8,5982.0,6083.2,6101.44,806.005,proxy/gateway frame counts do not match; missing-update cause attribution was skipped,experiments\logs\final-intel-primary-replicated-20260408-135251\v4-qos1-outage_5s\trial-03-seed-53703,experiments\logs\final-intel-primary-replicated-20260408-135251\v4-qos1-outage_5s\trial-03-seed-53703\summary.json,v4-qos1-outage_5s,trial-03-seed-53703,3,53703,2,,10,1000,100,50,25,5,40,3
